region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr4:101527592-101528155	chr4	101527592	101528155	4q	q24			1	BANK1	coding,nonCoding	protein_coding	Y
chr4:101304910-101305559	chr4	101304910	101305559	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101263048-101263697	chr4	101263048	101263697	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101077919-101078603	chr4	101077919	101078603	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101103341-101103963	chr4	101103341	101103963	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101148436-101149148	chr4	101148436	101149148	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101145110-101145879	chr4	101145110	101145879	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101024100-101024897	chr4	101024100	101024897	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101307205-101308000	chr4	101307205	101308000	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101415620-101416543	chr4	101415620	101416543	4q	q24			1	BANK1	coding,nonCoding	protein_coding	Y
chr4:101071429-101072328	chr4	101071429	101072328	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101207630-101208558	chr4	101207630	101208558	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101309743-101310775	chr4	101309743	101310775	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101332194-101333337	chr4	101332194	101333337	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101283341-101284598	chr4	101283341	101284598	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101027361-101028800	chr4	101027361	101028800	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101154906-101156292	chr4	101154906	101156292	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101413860-101415449	chr4	101413860	101415449	4q	q24			1	BANK1	coding,nonCoding	protein_coding	Y
chr4:101335550-101338350	chr4	101335550	101338350	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:101186395-101189510	chr4	101186395	101189510	4q	q24		PPP3CA	1	PPP3CA	coding	protein_coding	N
chr4:102815394-102824009	chr4	102815394	102824009	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102519325-102521244	chr4	102519325	102521244	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102805617-102814241	chr4	102805617	102814241	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102557928-102559627	chr4	102557928	102559627	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102794289-102795806	chr4	102794289	102795806	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102824557-102826144	chr4	102824557	102826144	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102521722-102523405	chr4	102521722	102523405	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102759788-102761398	chr4	102759788	102761398	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102626131-102627818	chr4	102626131	102627818	4q	q24			1				
chr4:102583242-102585451	chr4	102583242	102585451	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102554222-102556757	chr4	102554222	102556757	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102502677-102505581	chr4	102502677	102505581	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102530643-102534406	chr4	102530643	102534406	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102514765-102518560	chr4	102514765	102518560	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102793712-102794254	chr4	102793712	102794254	4q	q24			1				
chr4:102448880-102449526	chr4	102448880	102449526	4q	q24			1				
chr4:102618359-102618929	chr4	102618359	102618929	4q	q24			1				
chr4:102536211-102537080	chr4	102536211	102537080	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102797220-102798163	chr4	102797220	102798163	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102300555-102301595	chr4	102300555	102301595	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102497857-102498995	chr4	102497857	102498995	4q	q24			1				
chr4:102342628-102343863	chr4	102342628	102343863	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102596907-102598310	chr4	102596907	102598310	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102507363-102509049	chr4	102507363	102509049	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102869890-102871607	chr4	102869890	102871607	4q	q24			1	CISD2	coding	protein_coding	N
chr4:102614492-102616259	chr4	102614492	102616259	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102576281-102578138	chr4	102576281	102578138	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102629007-102631045	chr4	102629007	102631045	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102799085-102801118	chr4	102799085	102801118	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102621348-102623511	chr4	102621348	102623511	4q	q24			1				
chr4:102789071-102792338	chr4	102789071	102792338	4q	q24			1				
chr4:102603316-102603519	chr4	102603316	102603519	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102614247-102614464	chr4	102614247	102614464	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102632950-102633136	chr4	102632950	102633136	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102303310-102303532	chr4	102303310	102303532	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102561094-102561297	chr4	102561094	102561297	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102359069-102359271	chr4	102359069	102359271	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102366324-102366572	chr4	102366324	102366572	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102613685-102613971	chr4	102613685	102613971	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102641014-102641295	chr4	102641014	102641295	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102528466-102528773	chr4	102528466	102528773	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102686688-102687037	chr4	102686688	102687037	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102523985-102524461	chr4	102523985	102524461	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102648005-102648431	chr4	102648005	102648431	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102757862-102758321	chr4	102757862	102758321	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102489357-102489850	chr4	102489357	102489850	4q	q24			1				
chr4:102545858-102546367	chr4	102545858	102546367	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102828718-102829238	chr4	102828718	102829238	4q	q24			2	UBE2D3-AS1,UBE2D3	nonCoding,coding	lncRNA,protein_coding	N
chr4:102798334-102798994	chr4	102798334	102798994	4q	q24			1	UBE2D3	coding,nonCoding	protein_coding	N
chr4:102628181-102628729	chr4	102628181	102628729	4q	q24			1				
chr4:102792744-102793345	chr4	102792744	102793345	4q	q24			1				
chr4:102466814-102467379	chr4	102466814	102467379	4q	q24			1				
chr4:102432576-102433194	chr4	102432576	102433194	4q	q24			1				
chr4:102566654-102567271	chr4	102566654	102567271	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102499558-102500182	chr4	102499558	102500182	4q	q24			1				
chr4:102611579-102612292	chr4	102611579	102612292	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102608711-102609323	chr4	102608711	102609323	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102429433-102430152	chr4	102429433	102430152	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102574802-102575461	chr4	102574802	102575461	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102445353-102446136	chr4	102445353	102446136	4q	q24			1				
chr4:102426568-102427310	chr4	102426568	102427310	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102886214-102886956	chr4	102886214	102886956	4q	q24			2	SLC9B1,CISD2	coding	protein_coding	N
chr4:102487217-102488046	chr4	102487217	102488046	4q	q24			1				
chr4:102450703-102451599	chr4	102450703	102451599	4q	q24			1				
chr4:102599141-102600114	chr4	102599141	102600114	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102631427-102632395	chr4	102631427	102632395	4q	q24			1	MANBA	coding,nonCoding	protein_coding	N
chr4:102299221-102300266	chr4	102299221	102300266	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102345712-102346940	chr4	102345712	102346940	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102509724-102511193	chr4	102509724	102511193	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102431096-102432492	chr4	102431096	102432492	4q	q24			1	SLC39A8	coding	protein_coding	N
chr4:102562922-102564973	chr4	102562922	102564973	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102567983-102570683	chr4	102567983	102570683	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:102524596-102527475	chr4	102524596	102527475	4q	q24		NFKB1	1	NFKB1	coding,nonCoding	protein_coding	N
chr4:113899853-113902631	chr4	113899853	113902631	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113548230-113549813	chr4	113548230	113549813	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113637891-113638308	chr4	113637891	113638308	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113903057-113903775	chr4	113903057	113903775	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113674628-113676043	chr4	113674628	113676043	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113758539-113759929	chr4	113758539	113759929	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113678786-113680150	chr4	113678786	113680150	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113727856-113729477	chr4	113727856	113729477	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113951770-113953494	chr4	113951770	113953494	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113682254-113685067	chr4	113682254	113685067	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113946573-113946788	chr4	113946573	113946788	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113687188-113687401	chr4	113687188	113687401	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113954408-113954603	chr4	113954408	113954603	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113385656-113385865	chr4	113385656	113385865	4q	q26			1				
chr4:113680906-113681127	chr4	113680906	113681127	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113826456-113826727	chr4	113826456	113826727	4q	q26			1				
chr4:113465012-113465264	chr4	113465012	113465264	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113950974-113951310	chr4	113950974	113951310	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113654564-113654907	chr4	113654564	113654907	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113754598-113754905	chr4	113754598	113754905	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113636802-113637225	chr4	113636802	113637225	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113944725-113945101	chr4	113944725	113945101	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113562907-113563254	chr4	113562907	113563254	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113574219-113574608	chr4	113574219	113574608	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113903784-113904160	chr4	113903784	113904160	4q	q26			1	ARSJ	coding	protein_coding	N
chr4:113525279-113525711	chr4	113525279	113525711	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113714690-113715171	chr4	113714690	113715171	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113391666-113392154	chr4	113391666	113392154	4q	q26			1				
chr4:113704305-113704854	chr4	113704305	113704854	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113755628-113756151	chr4	113755628	113756151	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113757141-113757761	chr4	113757141	113757761	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113639103-113639692	chr4	113639103	113639692	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113563844-113564527	chr4	113563844	113564527	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113372807-113373441	chr4	113372807	113373441	4q	q26			1	ANK2	coding,nonCoding	protein_coding	Y
chr4:113677802-113678483	chr4	113677802	113678483	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113550519-113551157	chr4	113550519	113551157	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113730469-113731196	chr4	113730469	113731196	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113578104-113578790	chr4	113578104	113578790	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113751334-113752050	chr4	113751334	113752050	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113688739-113689614	chr4	113688739	113689614	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113780251-113781154	chr4	113780251	113781154	4q	q26			1				
chr4:113574854-113575622	chr4	113574854	113575622	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113565571-113566478	chr4	113565571	113566478	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113705868-113706792	chr4	113705868	113706792	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113897564-113898721	chr4	113897564	113898721	4q	q26			1				
chr4:113634648-113635892	chr4	113634648	113635892	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113545810-113547081	chr4	113545810	113547081	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:113395227-113397225	chr4	113395227	113397225	4q	q26			1				
chr4:113724195-113726180	chr4	113724195	113726180	4q	q26		CAMK2D	1	CAMK2D	coding,nonCoding	protein_coding	N
chr4:121178346-121185839	chr4	121178346	121185839	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121249383-121256850	chr4	121249383	121256850	4q	q27			1				
chr4:121188899-121195289	chr4	121188899	121195289	4q	q27			2	RNU6-948P,TNIP3	nonCoding,coding	snRNA,protein_coding	N
chr4:121095459-121100665	chr4	121095459	121100665	4q	q27			1				
chr4:121220409-121229142	chr4	121220409	121229142	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121871332-121871944	chr4	121871332	121871944	4q	q27			1	BBS7-DT	nonCoding	lncRNA	N
chr4:121231505-121231986	chr4	121231505	121231986	4q	q27			1				
chr4:121698051-121698785	chr4	121698051	121698785	4q	q27			1				
chr4:121216778-121217847	chr4	121216778	121217847	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121151444-121152764	chr4	121151444	121152764	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121869250-121870883	chr4	121869250	121870883	4q	q27			2	BBS7,BBS7-DT	coding,nonCoding	protein_coding,lncRNA	N
chr4:121137738-121140349	chr4	121137738	121140349	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121770590-121770785	chr4	121770590	121770785	4q	q27			1				
chr4:121826179-121826389	chr4	121826179	121826389	4q	q27			1	BBS7	coding,nonCoding	protein_coding	N
chr4:121898590-121898826	chr4	121898590	121898826	4q	q27			1	TRPC3	coding	protein_coding	N
chr4:121895957-121896213	chr4	121895957	121896213	4q	q27			1	TRPC3	coding	protein_coding	N
chr4:121046949-121047226	chr4	121046949	121047226	4q	q27			1	NDNF	coding	protein_coding	N
chr4:121019269-121019516	chr4	121019269	121019516	4q	q27			1				
chr4:121150207-121150481	chr4	121150207	121150481	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121035632-121035898	chr4	121035632	121035898	4q	q27			1	NDNF	coding	protein_coding	N
chr4:121798193-121798487	chr4	121798193	121798487	4q	q27			1				
chr4:121057026-121057374	chr4	121057026	121057374	4q	q27			1	NDNF	coding	protein_coding	N
chr4:121248350-121248748	chr4	121248350	121248748	4q	q27			1				
chr4:121353328-121353797	chr4	121353328	121353797	4q	q27			1	QRFPR	coding,nonCoding	protein_coding	N
chr4:121165164-121165683	chr4	121165164	121165683	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121197982-121198558	chr4	121197982	121198558	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121708869-121709443	chr4	121708869	121709443	4q	q27			1				
chr4:121824668-121825248	chr4	121824668	121825248	4q	q27			1	BBS7	coding,nonCoding	protein_coding	N
chr4:121874632-121875282	chr4	121874632	121875282	4q	q27			1	TRPC3	coding	protein_coding	N
chr4:121214904-121215492	chr4	121214904	121215492	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121041014-121041701	chr4	121041014	121041701	4q	q27			1	NDNF	coding	protein_coding	N
chr4:121051874-121052601	chr4	121051874	121052601	4q	q27			1	NDNF	coding	protein_coding	N
chr4:121144218-121144950	chr4	121144218	121144950	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121725047-121725843	chr4	121725047	121725843	4q	q27			1				
chr4:121196876-121197641	chr4	121196876	121197641	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121805141-121805857	chr4	121805141	121805857	4q	q27			1	EXOSC9	coding,nonCoding	protein_coding	N
chr4:121162771-121163776	chr4	121162771	121163776	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121155530-121156707	chr4	121155530	121156707	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121175652-121176862	chr4	121175652	121176862	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121799699-121800838	chr4	121799699	121800838	4q	q27			1				
chr4:121802695-121803912	chr4	121802695	121803912	4q	q27			1	EXOSC9	coding,nonCoding	protein_coding	N
chr4:121186984-121188278	chr4	121186984	121188278	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:121199301-121200681	chr4	121199301	121200681	4q	q27			1	TNIP3	coding,nonCoding	protein_coding	N
chr4:122454034-122458631	chr4	122454034	122458631	4q	q27			1	IL2	coding,nonCoding	protein_coding	N
chr4:122152956-122155050	chr4	122152956	122155050	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122156126-122156408	chr4	122156126	122156408	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122540577-122541449	chr4	122540577	122541449	4q	q27			1				
chr4:122452209-122453238	chr4	122452209	122453238	4q	q27			1	IL2	coding,nonCoding	protein_coding	N
chr4:122715587-122716874	chr4	122715587	122716874	4q	q27			1				
chr4:122150388-122151822	chr4	122150388	122151822	4q	q27			1				
chr4:122577294-122578746	chr4	122577294	122578746	4q	q27			1				
chr4:122760356-122760564	chr4	122760356	122760564	4q	q27			1				
chr4:122207446-122207721	chr4	122207446	122207721	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122451387-122451593	chr4	122451387	122451593	4q	q27			1	IL2	coding,nonCoding	protein_coding	N
chr4:122735027-122735276	chr4	122735027	122735276	4q	q27			1	BBS12	coding	protein_coding	N
chr4:122358860-122359111	chr4	122358860	122359111	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122622006-122622254	chr4	122622006	122622254	4q	q27			1	IL21-AS1	nonCoding	lncRNA	N
chr4:122158829-122159096	chr4	122158829	122159096	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122765387-122765677	chr4	122765387	122765677	4q	q27			1				
chr4:122636369-122636669	chr4	122636369	122636669	4q	q27			1	IL21-AS1	nonCoding	lncRNA	N
chr4:122893652-122893992	chr4	122893652	122893992	4q	q28.1			2	NUDT6,FGF2	coding,nonCoding	protein_coding	N
chr4:122576055-122576376	chr4	122576055	122576376	4q	q27			1				
chr4:122187754-122188135	chr4	122187754	122188135	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122217779-122218217	chr4	122217779	122218217	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122149239-122149565	chr4	122149239	122149565	4q	q27			1				
chr4:122763092-122763516	chr4	122763092	122763516	4q	q27			1				
chr4:122718151-122718695	chr4	122718151	122718695	4q	q27			1				
chr4:122246475-122247019	chr4	122246475	122247019	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122764767-122765287	chr4	122764767	122765287	4q	q27			1				
chr4:122194953-122195473	chr4	122194953	122195473	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122326480-122327109	chr4	122326480	122327109	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122862386-122863007	chr4	122862386	122863007	4q	q28.1			1	FGF2	coding	protein_coding	N
chr4:122920806-122921471	chr4	122920806	122921471	4q	q28.1			1	NUDT6	coding,nonCoding	protein_coding	N
chr4:122759150-122759853	chr4	122759150	122759853	4q	q27			1				
chr4:122616749-122617324	chr4	122616749	122617324	4q	q27			1	IL21	coding	protein_coding	N
chr4:122199263-122199911	chr4	122199263	122199911	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122128162-122128848	chr4	122128162	122128848	4q	q27			1				
chr4:122733328-122734091	chr4	122733328	122734091	4q	q27			1	BBS12	coding	protein_coding	N
chr4:122923456-122924280	chr4	122923456	122924280	4q	q28.1			1	SPATA5	coding,nonCoding	protein_coding	N
chr4:122674819-122675645	chr4	122674819	122675645	4q	q27			1	IL21-AS1	nonCoding	lncRNA	N
chr4:122233069-122233877	chr4	122233069	122233877	4q	q27			1	BLTP1	coding,nonCoding	protein_coding	N
chr4:122928535-122929419	chr4	122928535	122929419	4q	q28.1			1	SPATA5	coding,nonCoding	protein_coding	N
chr4:122713366-122714296	chr4	122713366	122714296	4q	q27			1				
chr4:122756437-122757659	chr4	122756437	122757659	4q	q27			1				
chr4:142345240-142360134	chr4	142345240	142360134	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142395743-142409169	chr4	142395743	142409169	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142371032-142381234	chr4	142371032	142381234	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142564430-142570787	chr4	142564430	142570787	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142127208-142129850	chr4	142127208	142129850	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142694432-142698815	chr4	142694432	142698815	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142844128-142847634	chr4	142844128	142847634	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142571121-142572034	chr4	142571121	142572034	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142700823-142702765	chr4	142700823	142702765	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142838048-142842106	chr4	142838048	142842106	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142146774-142147697	chr4	142146774	142147697	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142132196-142133177	chr4	142132196	142133177	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142199408-142200498	chr4	142199408	142200498	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142412058-142413130	chr4	142412058	142413130	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142366290-142367659	chr4	142366290	142367659	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142414104-142415736	chr4	142414104	142415736	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142280401-142282647	chr4	142280401	142282647	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142384174-142387651	chr4	142384174	142387651	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142857631-142857812	chr4	142857631	142857812	4q	q31.21			1				
chr4:142370671-142370880	chr4	142370671	142370880	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142344572-142344776	chr4	142344572	142344776	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142313071-142313273	chr4	142313071	142313273	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142843550-142843755	chr4	142843550	142843755	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142554217-142554427	chr4	142554217	142554427	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142365818-142366058	chr4	142365818	142366058	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142431155-142431367	chr4	142431155	142431367	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142724970-142725198	chr4	142724970	142725198	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142085190-142085457	chr4	142085190	142085457	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142848519-142848765	chr4	142848519	142848765	4q	q31.21			1				
chr4:142575572-142575805	chr4	142575572	142575805	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142044791-142045019	chr4	142044791	142045019	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142097510-142097751	chr4	142097510	142097751	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142418539-142418805	chr4	142418539	142418805	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142151583-142151839	chr4	142151583	142151839	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142445963-142446293	chr4	142445963	142446293	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142230626-142230886	chr4	142230626	142230886	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142084401-142084655	chr4	142084401	142084655	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142161345-142161612	chr4	142161345	142161612	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
chr4:142140254-142140585	chr4	142140254	142140585	4q	q31.21		INPP4B	1	INPP4B	coding	protein_coding	Y
